label,sms
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!   
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !   "
ham,I have gone into get info bt dont know what to do   
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.   "
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP   "
ham,Ok. So april. Cant wait   
ham,Lmao but its so fun...   
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p   
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?   
ham,Send me the new number   
ham,Oh god i am happy to see your message after 3 days   
ham,G.W.R   
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text   "
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night   
ham,Shall i get my pouch?   
ham,Your brother is a genius   
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""   "
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...    "
ham,:)    
ham,Reverse is cheating. That is not mathematics.   
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1   
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..   
ham,She's fine. Sends her greetings   
ham,I'm done oredi...   
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)   "
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1   
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now   
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........   "
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.   
ham,"Hiya, had a good day? Have you spoken to since the weekend?   "
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070   
ham,"Sorry, I'll call later   "
ham,Good Morning plz call me sir   
ham,Come by our room at some point so we can iron out the plan for this weekend   
ham,"Well, I meant as opposed to my drunken night of before   "
ham,Oh ok wait 4 me there... My lect havent finish   
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.   
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around   "
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite   "
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?   
ham,Yes:)here tv is always available in work place..   
ham,"Excellent, I'll see what riley's plans are   "
ham,Also remember to get dobby's bowl from your car   
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!   
ham,Tell them the drug dealer's getting impatient   
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.   
ham,"Yeah, give me a call if you've got a minute   "
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy   
ham,Alex says he's not ok with you not being ok with it   
ham,"Haha get used to driving to usf man, I know a lot of stoners   "
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.   
ham,Yo! Howz u? girls never rang after india. L   
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love   "
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.   
ham,You have got tallent but you are wasting.   
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)   "
ham,I liked the new mobile   
ham,"Fair enough, anything going on?   "
ham,And now electricity just went out fml.   
ham,"Sorry, I'll call later   "
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...   
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.   
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832   "
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear   
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""   "
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.   "
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186    
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""   "
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.   "
ham,Am watching house ‰ÛÒ very entertaining ‰ÛÒ am getting the whole hugh laurie thing ‰ÛÒ even with the stick ‰ÛÒ indeed especially with the stick.   
spam,3. You have received your mobile content. Enjoy   
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL   
ham,Goodmorning sleeping ga.   
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""   "
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee   
ham,"Dizzamn, aight I'll ask my suitemates when I get back   "
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS   "
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.   
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.   "
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY   
ham,Merry christmas to u too annie!   
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?   "
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?   
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate   "
ham,What is your record for one night? :)   
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...   
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP   
ham,"It's wylie, you in tampa or sarasota?   "
ham,Dear where you will be when i reach there   
ham,"\I;m reaching in another 2 stops.\""""   "
ham,K:)k..its good:)when are you going?   
ham,"Cool, text me when you're parked   "
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net   
ham,On the road so cant txt   
ham,Hahaha..use your brain dear   
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary   
ham,Sounds great! Im going to sleep now. Have a good night!   
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go   
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.   
ham,Can't take any major roles in community outreach. You rock mel   
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...   "
ham,Yup... From what i remb... I think should be can book...    
ham,"K, can I pick up another 8th when you're done?   "
ham, &lt;#&gt;  mins but i had to stop somewhere first.   
ham,Cos darren say Ì_ considering mah so i ask Ì_...   
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE   "
ham,I'm home...   
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.   
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+   
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx   "
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone   "
ham,Are you up for the challenge? I know i am :)   
ham,Ok...   
spam,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm    
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‰Û÷ll bring one anyway   
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!   "
ham,Where to get those?   
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)   
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts   
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.   
ham,You intrepid duo you! Have a great time and see you both soon.    
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.   
ham,"Er, hello, things didn‰Û÷t quite go to plan ‰ÛÒ is limping slowly home followed by aa and with exhaust hanging off   "
ham,Great! So what attracts you to the brothas?   
ham,I'm already back home so no probably not   
ham,No da if you run that it activate the full version da.   
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+   
ham,if you text on your way to cup stop that should work. And that should be BUS   
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear   
ham,I have a sore throat. It's scratches when I talk   
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night   
ham,Still otside le..u come 2morrow maga..   
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.   
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app   
ham,"Call me, i am senthil from hsbc.   "
ham,Hi dear we saw dear. We both are happy. Where you my battery is low   
ham,Lol now I'm after that hot air balloon!   
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.   
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...   
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04   
ham,"Sorry, I'll call later   "
ham,Its sunny in california. The weather's just cool   
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?   "
ham,I anything lor.   
ham,Package all your programs well   
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me   "
ham,"I think I‰Û÷m waiting for the same bus! Inform me when you get there, if you ever get there.   "
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...   
ham,Sac needs to carry on:)   
ham,Yup but not studying surfing lor. I'm in e lazy mode today.   
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?   "
ham,Gibbs unsold.mike hussey   
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!   "
ham,Lol enjoy role playing much?   
ham,"Jay wants to work out first, how's 4 sound?   "
ham,Ugh just got outta class   
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.   
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app    
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary   "
ham,Wait . I will msg after  &lt;#&gt;  min.   
ham,ARR birthday today:) i wish him to get more oscar.   
ham,Happy new year to u too!   
ham,"Aight I'll grab something to eat too, text me when you're back at mu   "
ham,Spoons it is then okay?   
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1   
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)   
ham,When Ì_ login dat time... Dad fetching Ì_ home now?   
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.   
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+   
ham,K:)k.are you in college?   
ham,Did u download the fring app?   
ham,"Nah can't help you there, I've never had an iphone   "
ham,Dude got a haircut. Now its breezy up there   
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya    
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!   
ham,I will come tomorrow di   
ham,Ok no prob... I'll come after lunch then...   
ham,Sorry da thangam.it's my mistake.   
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!   
ham,Lmao you know me so well...   
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*   "
ham,So Ì_ pay first lar... Then when is da stock comin...   
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins   "
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com   
ham,"Jus chillaxin, what up   "
ham,What Today-sunday..sunday is holiday..so no work..   
ham,Wish u many many returns of the day.. Happy birthday vikky..   
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""   "
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.   
ham,Aight should I just plan to come up later tonight?   
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first?    
ham,Keep my payasam there if rinu brings   
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.   
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.   
ham,Great. Never been better. Each day gives even more reasons to thank God   
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.   
ham,"alright, I'll make sure the car is back tonight   "
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)   
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.   
ham,I'm going for bath will msg you next  &lt;#&gt;  min..   
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo   
ham,What time you thinkin of goin?   
ham, and  picking them up from various points   
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..   
ham,No no. I will check all rooms befor activities   
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.   "
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip   
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.   "
ham,No message..no responce..what happend?   
ham,What happen dear tell me   
ham,"Yep, at derek's house now, see you Sunday &lt;3   "
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already   "
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.   
ham,Was actually about to send you a reminder today. Have a wonderful weekend   
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""   "
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..     
ham,I.ll get there tomorrow and send it to you   
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you   
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance   
ham,"Mostly sports type..lyk footbl,crckt..   "
ham,"Jay told me already, will do   "
ham,Nope thats fine. I might have a nap tho!    
ham,Nope i waiting in sch 4 daddy...    
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass   
ham,Carlos says we can pick up from him later so yeah we're set   
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.   "
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=   "
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade   "
ham,Apo all other are mokka players only   
ham,Is that what time you want me to come?   
ham,;-) ok. I feel like john lennon.   
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04   
ham,I anything lor...   
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min   "
ham,Pls confirm the time to collect the cheque.   
ham,Well she's in for a big surprise!   
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account   
ham,I'm reaching home in 5 min.   
ham,ÌÏ all write or wat..   
ham,ÌÏ only send me the contents page...   
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.   
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...   "
ham,"Aight, text me tonight and we'll see what's up   "
ham,"whatever, im pretty pissed off.   "
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...   
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""   "
ham,K da:)how many page you want?   
ham,"Not for possession, especially not first offense   "
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.   
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?    "
ham,I'm fine. Hope you are good. Do take care.   
ham,"I av a new number,  . Wil u only use this one,ta.   "
ham,If we win its really no 1 side for long time.   
ham,Oh yeah! And my diet just flew out the window   
ham,May b approve panalam...but it should have more posts..   
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx   
ham,If You mean the website. Yes.   
ham,How much she payed. Suganya.   
ham,Simply sitting and watching match in office..   
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X   
ham,Ok c Ì_ then.   
ham,Great! I have to run now so ttyl!   
ham,Well if I'm that desperate I'll just call armand again   
ham,Okay but i thought you were the expert   
ham,Jus ans me lar. U'll noe later.   
ham,I like you peoples very much:) but am very shy pa.   
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""   "
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...   "
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl   "
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.   
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho   "
ham,How come?   
